270	25	5
299	384	2
94	568	3
286	740	4
239	271	5
216	55	5
254	121	3
62	661	2
178	382	4
194	23	4
268	947	3
188	143	5
276	293	4
158	1089	4
207	839	3
161	48	1
305	650	4
47	322	3
64	730	4
191	745	3
7	375	5
59	92	5
69	246	5
10	458	3
21	129	4
58	9	4
194	152	3
7	200	5
113	126	5
173	326	5
95	233	4
16	194	5
59	321	4
311	650	3
292	585	4
43	203	4
79	50	4
235	70	5
125	190	5
284	320	3
303	161	5
254	375	3
255	1025	1
104	300	2
90	915	5
6	460	4
279	122	1
286	297	4
222	445	3
297	57	5
42	621	3
130	1208	4
254	354	3
109	472	1
230	1434	2
244	308	3
6	300	2
36	742	4
256	440	3
102	511	1
104	284	4
21	444	5
111	300	4
18	405	5
25	222	4
110	936	3
270	98	5
68	237	5
83	215	4
6	258	2
89	216	5
128	315	4
305	508	4
184	409	2
286	175	5
279	1418	3
256	86	5
221	48	5
140	330	3
190	969	2
11	227	3
201	203	5
150	181	5
126	245	3
20	208	2
144	736	4
181	922	1
109	562	4
85	1056	3
213	133	3
222	376	1
223	11	3
215	418	4
218	208	3
174	929	5
275	186	3
68	736	1
268	579	4
160	459	4
195	272	4
224	178	4
5	110	1
99	1007	5
2	251	5
292	9	4
72	564	4
85	228	3
83	280	5
92	825	2
7	539	3
87	398	2
287	918	4
1	155	2
234	628	2
222	53	5
24	64	5
7	550	3
82	56	3
161	316	3
196	390	4
56	91	4
82	474	3
7	469	2
256	755	4
226	56	4
279	735	5
308	1276	3
16	8	5
180	202	3
203	93	4
145	56	5
288	303	4
84	736	3
44	640	3
17	13	3
313	117	4
148	1	4
197	345	4
21	164	5
279	974	3
239	488	5
185	286	5
297	89	4
303	68	4
186	250	1
73	206	3
104	750	2
94	216	3
239	194	5
197	507	5
280	1	4
1	117	3
224	579	1
303	394	1
60	162	4
198	258	4
239	509	5
6	69	3
233	372	4
85	638	4
110	38	3
184	518	3
99	866	1
13	415	2
201	514	4
13	852	1
214	131	3
296	228	4
222	87	3
279	719	4
217	182	2
85	430	3
239	234	3
13	72	4
194	77	3
208	659	5
109	178	3
230	172	4
59	482	2
313	475	3
70	1124	3
62	182	5
198	234	3
65	125	4
174	656	5
90	12	5
130	1239	3
100	351	2
283	429	5
275	415	3
311	98	5
195	745	4
130	105	4
269	252	1
286	73	5
7	619	3
56	222	5
210	204	5
239	9	5
96	87	4
297	73	2
249	239	3
94	854	2
84	121	4
275	265	4
135	1037	3
291	1169	4
125	379	1
70	396	4
311	9	4
301	519	4
152	679	5
244	172	4
275	1082	2
53	280	4
198	118	2
244	784	4
26	125	4
151	13	3
124	493	1
24	191	5
271	65	3
307	630	3
294	1236	3
234	241	2
25	497	3
293	137	3
201	429	3
75	240	1
13	181	5
207	68	2
2	50	5
313	562	4
144	125	4
188	440	4
276	322	4
145	966	1
72	234	4
83	382	4
181	615	3
109	399	4
207	107	3
185	216	4
14	213	5
149	317	2
57	79	5
230	955	5
176	868	4
253	97	4
284	268	4
106	522	4
121	180	3
62	86	2
291	415	4
84	1024	4
293	377	2
207	58	3
194	187	4
109	97	3
283	839	4
297	274	5
181	332	1
78	255	4
11	422	4
308	59	4
193	1069	4
297	234	3
87	581	4
250	204	2
8	50	5
186	148	4
312	686	4
91	677	3
5	451	1
291	373	3
175	127	5
145	731	2
7	640	5
276	416	5
83	210	5
102	520	3
153	174	1
62	301	3
49	987	3
268	297	3
207	550	2
313	612	5
286	44	3
279	168	5
276	471	5
62	59	4
254	219	1
83	97	4
63	100	5
16	178	5
297	233	2
90	937	5
85	25	2
42	98	4
303	390	4
274	50	5
104	298	3
94	786	4
184	98	4
293	702	3
248	585	4
18	942	3
217	27	1
200	884	4
201	148	1
296	222	5
7	658	3
196	378	4
69	424	3
72	196	4
256	469	4
128	182	4
151	741	3
7	171	3
286	85	5
172	220	4
308	512	4
190	966	2
82	750	1
308	433	4
59	235	1
64	1054	3
145	750	2
220	297	4
21	322	4
285	268	4
207	65	3
198	654	3
220	331	3
210	70	4
181	14	1
158	128	2
143	676	3
75	237	2
199	221	4
223	1141	2
297	25	4
276	78	4
299	841	4
293	323	2
301	138	2
1	47	4
164	280	4
96	668	4
291	1007	4
7	448	5
233	177	4
6	513	4
202	282	3
214	117	4
184	598	4
277	257	3
194	212	1
95	68	4
25	257	4
6	23	4
38	569	1
313	433	4
22	241	3
262	613	3
130	565	3
66	181	5
21	940	1
181	1322	1
262	174	3
206	301	5
222	22	5
76	61	4
151	697	4
314	28	5
13	147	3
44	258	4
303	415	4
16	89	2
270	554	5
248	117	5
125	316	5
138	519	5
268	383	2
291	15	5
234	147	3
239	96	5
15	329	3
94	155	2
136	89	4
223	420	3
82	194	4
145	352	3
280	839	3
179	337	1
178	199	4
307	941	4
10	485	5
116	329	3
23	258	5
308	174	4
185	114	4
188	237	3
118	650	5
246	715	4
234	98	4
194	239	3
94	24	4
122	375	4
312	100	4
262	64	5
154	242	3
223	757	3
99	400	4
83	43	4
130	305	4
174	399	5
256	484	5
59	177	4
161	168	1
244	53	3
250	196	4
43	40	3
285	150	5
42	945	2
97	569	5
122	506	4
61	321	3
222	106	2
4	264	3
304	259	1
37	400	5
49	68	1
303	1089	4
165	369	5
176	322	5
3	333	1
56	862	3
44	15	4
190	117	4
29	189	4
94	174	4
130	941	3
117	181	5
303	773	1
19	432	5
194	191	4
158	24	4
56	444	4
262	223	3
181	1324	1
214	137	4
92	741	4
188	96	5
58	173	5
244	154	5
134	872	4
298	621	4
254	230	4
230	138	3
16	209	5
151	829	5
181	1317	1
145	1239	3
200	584	5
248	257	3
297	429	4
312	133	5
151	12	5
110	564	3
305	480	5
141	258	5
44	240	4
186	263	3
214	213	4
233	208	4
104	286	2
312	153	2
1	222	4
206	321	1
230	416	4
56	447	3
94	647	5
205	314	4
14	174	5
268	784	2
276	1072	3
83	921	3
268	576	3
222	1032	3
279	89	4
5	421	1
112	329	4
296	426	5
18	202	3
13	861	5
87	210	5
10	284	5
181	326	3
23	460	4
253	740	3
234	228	3
299	1038	2
66	1	3
216	174	5
290	208	3
79	1152	2
264	445	2
4	296	5
144	825	3
138	513	4
64	430	2
5	1	4
276	354	5
62	430	5
239	472	5
293	166	3
130	234	5
264	70	4
208	197	5
24	757	5
279	1153	3
3	245	1
101	592	3
162	1010	4
223	900	1
99	246	3
239	427	3
160	160	5
172	576	4
303	1151	2
54	671	5
44	503	3
210	97	5
164	922	4
299	240	2
28	217	3
305	79	3
18	723	3
82	341	1
109	1003	4
207	25	4
92	1200	1
109	1	4
15	222	3
58	703	5
303	687	4
152	111	5
194	160	2
92	241	3
77	91	3
244	658	3
177	319	2
131	221	3
197	301	3
227	50	4
85	281	3
295	72	4
181	1	3
277	255	4
279	96	4
1	253	5
18	182	4
276	564	4
87	177	5
177	69	1
213	13	4
125	134	5
128	733	4
291	425	5
25	208	4
288	271	5
207	1340	2
271	56	3
5	360	3
274	742	5
70	416	5
311	555	2
151	911	5
199	246	5
201	209	3
99	273	1
11	734	4
59	77	4
184	276	3
222	88	4
38	161	5
59	415	2
104	299	3
298	1336	3
180	1110	3
7	669	2
121	14	5
268	1032	1
252	276	4
303	408	4
210	523	5
234	644	3
312	569	5
308	215	3
234	1387	4
75	542	3
117	15	5
246	239	3
64	512	5
85	187	5
239	81	3
59	54	4
256	220	3
216	196	5
203	281	1
13	195	3
144	153	5
100	246	3
210	273	5
94	468	4
13	801	1
125	653	3
65	1133	4
1	113	5
76	175	4
294	504	4
263	1441	4
294	922	3
121	117	1
85	13	3
303	423	3
212	180	1
6	489	5
181	240	1
279	740	5
303	1100	4
184	191	4
310	116	5
313	22	3
314	1141	4
13	121	5
43	5	4
58	214	2
215	164	3
62	287	2
280	127	5
161	890	3
11	717	5
94	218	3
35	243	2
311	562	4
48	266	3
85	600	4
288	523	3
184	510	5
151	921	3
90	684	4
11	38	3
104	1007	1
106	578	4
181	1001	1
37	117	4
276	839	4
22	258	5
70	82	4
5	98	3
308	95	4
60	208	5
270	772	5
243	208	4
92	536	2
81	279	4
293	409	1
200	475	5
13	306	3
56	184	4
116	250	4
295	172	4
63	998	5
295	235	4
104	1001	1
156	637	5
269	1156	1
160	427	5
237	191	4
287	252	1
290	132	3
45	109	5
224	673	3
145	758	2
277	1002	3
65	100	3
272	1092	5
116	255	3
184	86	5
285	151	5
222	148	2
72	28	4
271	187	5
94	211	5
246	422	5
115	8	5
176	325	3
13	393	3
129	329	2
257	1250	2
95	1	5
147	896	5
151	58	4
184	656	3
311	383	3
105	246	4
158	506	3
34	310	4
72	424	5
263	413	5
94	1039	4
200	290	3
45	118	4
279	144	4
145	22	5
71	89	5
182	69	5
193	623	4
214	301	4
151	482	5
102	320	3
234	567	2
249	922	2
195	326	4
109	258	5
222	548	2
282	287	4
117	752	2
23	378	4
112	325	1
303	145	1
252	299	4
151	369	5
282	325	5
304	237	5
290	564	3
64	160	4
28	79	4
168	1268	3
265	468	4
18	113	5
83	82	5
90	496	5
234	1177	4
87	196	5
26	679	3
150	129	4
161	98	4
70	210	4
51	182	3
222	1048	4
92	176	5
204	216	4
164	679	5
57	676	3
184	207	4
60	400	3
92	180	5
43	204	4
222	1033	4
197	299	4
92	784	3
294	281	3
201	741	2
201	215	2
193	407	3
271	699	4
214	687	3
73	653	5
90	187	4
315	272	3
48	307	3
255	469	1
270	666	4
66	7	3
6	475	4
101	222	3
207	1037	4
144	182	3
85	83	4
102	621	3
158	764	5
297	584	4
90	503	5
271	479	5
130	893	1
178	275	3
90	245	3
181	1085	1
311	143	3
267	17	4
201	51	2
194	643	4
59	384	3
1	227	4
116	745	3
170	291	5
110	574	3
60	1012	5
287	345	4
197	55	3
38	674	5
195	1005	4
279	227	4
84	742	4
31	878	2
316	98	5
25	25	5
168	273	4
103	24	4
299	584	4
194	475	3
287	293	5
234	578	4
279	1039	1
87	9	4
181	405	1
279	1142	2
49	47	5
296	849	5
44	95	4
92	216	3
135	39	3
13	66	3
262	383	3
7	671	3
116	934	3
318	471	4
141	820	2
269	13	4
222	1035	4
82	452	4
279	254	3
42	679	4
145	1236	5
184	161	2
49	621	3
177	243	1
313	99	4
32	289	3
308	842	4
145	445	5
130	538	3
130	800	3
165	287	2
249	255	3
49	577	3
195	299	3
118	472	5
130	314	4
104	292	3
201	1220	3
142	82	4
119	712	5
303	94	3
99	50	5
306	14	5
92	703	2
227	294	5
3	335	1
94	814	1
59	1098	4
30	535	3
262	815	3
6	504	3
311	710	4
268	361	3
262	549	4
214	274	3
16	56	5
262	292	2
293	132	4
62	132	5
94	344	4
13	59	4
240	311	5
102	161	2
83	300	2
291	7	5
312	28	4
31	481	5
291	70	4
56	172	5
109	584	4
110	1237	2
59	426	4
246	1209	3
65	196	5
24	364	2
92	115	3
308	735	4
301	656	4
214	1120	4
158	241	4
269	669	2
308	490	3
32	151	3
224	191	4
215	420	5
32	1003	4
154	288	2
201	505	3
85	297	4
180	68	5
184	36	3
188	218	5
305	11	1
144	504	4
73	94	1
194	205	3
177	203	4
276	272	4
198	7	4
108	289	4
189	197	5
73	56	4
172	459	3
120	542	2
101	468	3
5	102	3
26	235	2
268	1240	2
276	767	3
13	150	5
7	398	4
128	479	4
104	7	3
293	39	3
256	25	5
90	815	3
275	69	3
22	506	5
312	491	5
207	192	3
264	500	5
137	681	4
185	734	4
307	681	1
42	176	3
145	469	3
189	630	3
262	121	3
251	148	2
259	766	4
239	58	5
312	913	5
92	15	3
81	736	2
311	416	3
102	445	3
249	740	5
95	523	4
19	651	3
79	100	5
189	745	4
253	506	5
201	911	3
1	17	3
214	42	5
7	81	5
234	132	4
59	148	3
13	351	2
6	466	5
82	14	4
109	623	5
305	50	5
195	154	3
277	278	4
223	8	2
92	81	3
201	69	2
94	58	5
217	144	4
244	148	2
313	200	3
181	867	1
116	1207	3
303	430	4
117	151	4
221	325	4
46	305	3
91	28	4
151	315	5
64	176	4
90	549	2
116	270	4
291	1130	3
62	111	3
196	251	3
303	120	2
49	543	5
307	1013	4
303	176	5
286	154	4
291	497	4
235	87	4
254	376	1
276	157	5
135	1199	3
57	243	3
276	1148	2
7	572	5
250	401	4
318	762	2
234	802	2
289	281	3
87	1070	2
50	817	3
25	258	5
18	493	5
193	784	3
263	506	4
209	898	2
207	710	3
314	531	4
250	336	4
262	564	3
95	172	4
94	467	4
59	579	5
277	281	4
303	1276	4
271	708	3
269	235	3
148	140	1
223	969	2
210	354	5
185	199	4
174	80	1
235	477	4
276	931	3
99	351	2
308	163	4
303	732	2
224	866	2
298	252	4
44	208	4
315	13	4
215	197	4
269	9	4
42	195	5
293	79	3
246	68	5
101	402	4
92	661	3
249	88	4
60	521	5
13	329	3
271	744	4
92	725	4
254	188	3
311	203	5
263	197	4
201	656	3
279	79	3
138	493	4
209	251	5
217	7	4
261	338	5
176	258	4
303	1028	3
81	169	4
62	114	4
72	526	4
276	361	3
88	744	2
49	7	4
263	117	3
9	297	5
92	524	4
249	702	4
262	748	3
196	651	5
207	1426	3
256	765	2
276	226	4
134	311	5
311	843	3
181	1373	1
203	148	3
247	730	5
313	739	3
311	83	5
251	1005	5
227	408	4
59	546	5
201	206	2
58	100	5
249	717	4
286	1306	5
11	719	3
7	228	4
92	840	3
160	56	5
103	127	4
11	110	3
87	2	4
45	757	2
293	601	3
291	726	4
254	571	3
49	332	4
222	1274	4
161	162	2
268	1	3
59	215	5
177	209	4
151	1288	4
299	235	1
29	330	4
30	432	5
297	182	3
315	185	4
23	172	4
262	47	2
321	493	4
191	748	3
106	772	4
7	151	4
178	673	3
84	12	5
94	168	5
264	33	3
239	525	5
90	653	5
261	868	5
190	301	5
112	288	5
144	106	3
199	258	4
224	20	1
85	497	3
301	202	5
145	737	1
294	127	5
130	206	3
103	121	3
152	409	2
267	834	4
286	231	3
200	24	2
5	211	4
160	117	4
6	354	4
158	72	3
297	730	4
250	244	4
57	754	2
58	246	5
23	997	3
301	1219	4
307	265	3
276	1086	1
223	408	1
92	24	3
137	299	5
164	117	5
276	38	3
213	293	3
286	34	5
232	197	4
150	221	4
21	103	1
130	725	3
222	438	2
1	90	4
189	996	4
49	38	1
311	5	3
36	305	4
128	228	3
151	89	5
248	472	5
95	1220	2
213	605	4
203	181	5
308	857	3
269	47	4
198	100	1
297	305	4
305	189	5
266	671	3
197	229	3
74	271	5
127	293	4
194	4	4
177	56	5
45	470	3
57	28	4
239	187	5
268	94	2
238	252	3
201	1001	3
131	1271	4
270	97	4
159	127	5
230	202	4
92	219	4
318	353	4
123	527	3
267	400	4
232	626	3
5	379	5
16	155	3
180	756	4
178	281	3
319	311	5
180	731	3
270	730	5
269	654	2
293	493	5
269	787	4
54	679	3
21	98	5
303	209	5
13	760	4
314	95	5
151	384	5
230	375	5
201	400	3
95	1197	4
270	367	5
256	710	5
80	578	3
303	432	5
312	121	3
151	997	1
62	258	5
189	1106	4
77	195	5
99	736	5
291	1019	3
293	742	2
181	1332	1
206	892	1
83	336	4
262	179	4
253	216	4
223	592	3
108	50	4
94	345	5
293	773	1
101	280	2
267	972	3
201	1236	4
314	1253	2
271	111	4
314	275	1
18	384	4
207	4	4
313	96	5
21	298	1
215	144	4
279	1366	4
234	1006	2
296	248	5
270	83	4
210	161	5
201	79	4
5	373	2
184	181	4
104	408	1
275	446	3
185	268	5
276	546	4
279	1173	3
216	69	5
21	454	1
16	468	3
147	291	5
291	250	4
28	95	3
29	535	2
291	468	4
7	576	3
181	16	1
297	218	3
308	555	4
87	211	5
97	89	5
21	592	3
59	704	3
238	750	3
178	209	4
186	467	5
299	611	4
10	500	5
110	676	4
109	101	1
157	250	1
267	383	3
181	325	3
207	87	4
47	987	3
148	114	5
94	9	5
60	222	4
244	406	4
276	246	4
90	898	2
234	20	4
106	107	4
216	691	4
294	1190	2
323	257	2
140	246	4
220	296	4
67	64	5
170	298	3
230	142	4
299	637	4
7	577	5
275	497	3
44	250	5
291	214	4
11	735	5
59	285	3
174	392	1
194	234	3
57	204	4
314	414	4
201	197	4
184	155	3
194	786	4
159	1028	2
186	975	3
181	971	2
68	7	3
286	715	3
316	304	4
280	775	4
13	14	4
211	127	4
187	215	3
71	134	3
306	242	5
64	678	4
303	276	3
198	135	5
232	91	5
98	47	4
53	24	3
299	963	2
254	1107	3
7	106	4
12	299	4
239	10	5
238	111	4
130	267	5
90	658	5
63	20	3
40	246	4
181	221	1
298	152	3
104	325	2
42	185	4
181	987	1
258	287	1
291	574	4
148	70	5
305	187	4
184	71	4
94	552	3
158	1002	4
7	524	5
174	237	4
158	190	5
201	847	4
276	43	1
278	309	4
229	345	1
101	252	3
63	1019	3
275	516	4
275	173	3
62	1064	4
230	234	4
109	967	3
73	354	5
83	118	3
4	358	5
130	245	1
64	772	5
15	470	1
244	89	5
7	639	4
219	345	1
295	698	5
293	287	3
125	989	2
279	484	3
76	578	3
272	48	4
269	284	5
244	377	4
271	220	3
321	286	3
306	858	3
224	330	3
57	1038	4
145	587	4
85	276	2
116	7	2
52	95	4
209	682	1
145	260	4
208	202	4
160	187	5
141	273	5
260	982	5
177	298	4
82	231	2
223	961	5
107	270	2
26	25	3
297	1007	3
244	167	3
15	673	1
286	703	4
82	408	3
167	361	3
99	181	5
56	196	2
293	344	3
7	646	3
90	422	4
228	472	3
82	911	3
43	151	4
10	288	4
197	511	5
57	750	3
246	82	2
62	24	4
323	223	4
13	318	1
268	63	1
18	857	3
271	407	2
307	505	3
54	297	4
295	47	5
194	237	3
194	82	2
311	382	5
287	257	4
290	82	4
262	96	4
279	488	5
290	390	3
145	390	5
305	61	4
269	156	5
276	180	5
323	297	4
296	258	5
18	957	4
72	524	4
224	941	3
125	239	5
244	648	5
135	428	2
138	211	4
59	600	3
221	1050	4
13	448	1
42	69	4
10	338	4
219	874	3
60	600	4
125	152	1
63	50	4
255	445	3
311	172	5
7	578	5
7	127	5
189	203	3
59	467	3
313	148	2
234	161	3
6	143	2
